language	iso_code	gloss	global_id	local_id	transcription	cognate_class	notes
GREEK	ell	spit	1440	spit	ftino	spit:Ac	spit:Ac	
OLD_SWEDISH		spit	1440	spit	spota	spit:Ac	spit:Ac	
ICELANDIC	isl	spit	1440	spit	raiTa	spit:J	spit:J	
SLOVAK	slk	spit	1440	spit	ply~uT	spit:Ac	spit:Ac	
ENGLISH	eng	spit	1440	spit	spit	spit:Ac	spit:Ac	
ASSAMESE	asm	spit	1440	spit	thua	spit:G	spit:G	
ITALIAN	ita	spit	1440	spit	sputare	spit:Ac	spit:Ac	
ELFDALIAN	qov	spit	1440	spit	sp3ta	spit:Ac	spit:Ac	
FAROESE	fao	spit	1440	spit	spuith~a	spit:Ac	spit:Ac	
UKRAINIAN	ukr	spit	1440	spit	ply~uwati	spit:Ac	spit:Ac	
CZECH	ces	spit	1440	spit	plivat	spit:Ac	spit:Ac	
STAVANGERSK		spit	1440	spit	speda	spit:Ac	spit:Ac	
NORWEGIAN_RIKSMAL	nor	spit	1440	spit	spit3	spit:Ac	spit:Ac	
OLD_NORSE	non	spit	1440	spit	spita	spit:Ac	spit:Ac	
SPANISH	spa	spit	1440	spit	eskupir	spit:Ac	spit:Ac	
MAGAHI	mag	spit	1440	spit	th~uk3na	spit:G	spit:G	
OLD_CHURCH_SLAVONIC	chu	spit	1440	spit	plivati	spit:Ac	spit:Ac	
PORTUGUESE	por	spit	1440	spit	kuSpir	spit:Ac	spit:Ac	
OLD_IRISH	sga	spit	1440	spit	sale	spit:K	spit:K	
GERMAN	deu	spit	1440	spit	Spei3n	spit:Ac	spit:Ac	
DANISH_FJOLDE		spit	1440	spit	sbed	spit:Ac	spit:Ac	
OSSETIC	oss	spit	1440	spit	tukEn3n	spit:H	spit:H	
MACEDONIAN	mkd	spit	1440	spit	pluka	spit:Ac	spit:Ac	
LATIN	lat	spit	1440	spit	spuere	spit:Ac	spit:Ac	
FRENCH	fra	spit	1440	spit	kraSe	spit:F	spit:F	
URDU	urd	spit	1440	spit	th~ukn3	spit:G	spit:G	
POLISH	pol	spit	1440	spit	plutS	spit:Ac	spit:Ac	
FRISIAN	frs	spit	1440	spit	spoi3	spit:Ac	spit:Ac	
BULGARIAN	bul	spit	1440	spit	ply~uy3	spit:Ac	spit:Ac	
CLASSICAL_ARMENIAN	xcl	spit	1440	spit	th~ukh~anem	spit:Ac	spit:Ac	
ARMENIAN_EASTERN	hye	spit	1440	spit	th~3kh~El	spit:Ac	spit:Ac	
SORBIAN_LOWER	dsb	spit	1440	spit	ply~uwaS	spit:Ac	spit:Ac	
CATALAN	cat	spit	1440	spit	3skupi	spit:Ac	spit:Ac	
SERBO-CROATIAN	srp	spit	1440	spit	plvati	spit:Ac	spit:Ac	
RUSSIAN	rus	spit	1440	spit	ply~Evaty~	spit:Ac	spit:Ac	
OSSETIC_DIGOR	oss	spit	1440	spit	tukan	spit:H	spit:H	
SWEDISH	swe	bad	1292	bad	dolig	bad:M	bad:M	
DANISH	dan	bad	1292	bad	doli	bad:M	bad:M	
GUTNISH_LAU		bad	1292	bad	ilE	bad:R	bad:R	
OSSETIC_IRON	oss	bad	1292	bad	avSar	bad:Ab	bad:Ab	
BIHARI	mai	bad	1292	bad	kh3rap	bad:A	bad:A	
DUTCH	nld	bad	1292	bad	slEGt	bad:B	bad:B	
MARATHI	mar	bad	1292	bad	wait	bad:As	bad:As	
SORBIAN_UPPER	hsb	bad	1292	bad	Spatn3	bad:Bb	bad:Bb	
ORIYA	ori	bad	1292	bad	khorapo	bad:A	bad:A	
SLOVENIAN	slv	bad	1292	bad	slab	bad:Bd	bad:Bd	
BELARUSIAN	bel	bad	1292	bad	drEnn3	bad:Ba	bad:Ba	
ANCIENT_GREEK	grc	bad	1292	bad	kakos	bad:Be	bad:Be	
GREEK	ell	bad	1292	bad	kakos	bad:Be	bad:Be	
OLD_SWEDISH		bad	1292	bad	onder	bad:Q	bad:Q	
ICELANDIC	isl	bad	1292	bad	vondir	bad:Q	bad:Q	
SLOVAK	slk	bad	1292	bad	zli	bad:G	bad:G	
ENGLISH	eng	bad	1292	bad	bEd	bad:T	bad:T	
ASSAMESE	asm	bad	1292	bad	beia	bad:Al	bad:Al	
BRETON	bre	bad	1292	bad	fal	bad:E	bad:E	
ITALIAN	ita	bad	1292	bad	kattivo	bad:V	bad:V	
ELFDALIAN	qov	bad	1292	bad	dolin	bad:M	bad:M	
FAROESE	fao	bad	1292	bad	Endur	bad:Q	bad:Q	
UKRAINIAN	ukr	bad	1292	bad	pohaniy	bad:Ay	bad:Ay	
CZECH	ces	bad	1292	bad	Spatni	bad:Bb	bad:Bb	
STAVANGERSK		bad	1292	bad	wun3	bad:Q	bad:Q	
NORWEGIAN_RIKSMAL	nor	bad	1292	bad	doLi	bad:M	bad:M	
OLD_NORSE	non	bad	1292	bad	ilr	bad:R	bad:R	
SPANISH	spa	bad	1292	bad	malo	bad:D	bad:D	
MAGAHI	mag	bad	1292	bad	kh~3rab	bad:A	bad:A	
OLD_CHURCH_SLAVONIC	chu	bad	1292	bad	zulu	bad:G	bad:G	
PORTUGUESE	por	bad	1292	bad	maw	bad:D	bad:D	
OLD_IRISH	sga	bad	1292	bad	drox	bad:O	bad:O	
IRISH	gle	bad	1292	bad	don3	bad:Aa	bad:Aa	
MIDDLE_BRETON		bad	1292	bad	goal	bad:L	bad:L	
GERMAN	deu	bad	1292	bad	SlESt	bad:B	bad:B	
DANISH_FJOLDE		bad	1292	bad	uny~	bad:Q	bad:Q	
OSSETIC	oss	bad	1292	bad	EvzEr	bad:Ab	bad:Ab	
MACEDONIAN	mkd	bad	1292	bad	loS	bad:F	bad:F	
LATIN	lat	bad	1292	bad	malus	bad:D	bad:D	
FRENCH	fra	bad	1292	bad	movE	bad:D	bad:D	
URDU	urd	bad	1292	bad	G3rab	bad:A	bad:A	
POLISH	pol	bad	1292	bad	zw3	bad:G	bad:G	
FRISIAN	frs	bad	1292	bad	bar	bad:H	bad:H	
BULGARIAN	bul	bad	1292	bad	LoS	bad:F	bad:F	
CLASSICAL_ARMENIAN	xcl	bad	1292	bad	vat	bad:Bc/P	bad:Bc/P	
ARMENIAN_EASTERN	hye	bad	1292	bad	vat	bad:Bc	bad:Bc	
SORBIAN_LOWER	dsb	bad	1292	bad	Spatn3	bad:Bb	bad:Bb	
CATALAN	cat	bad	1292	bad	mal	bad:D	bad:D	
SERBO-CROATIAN	srp	bad	1292	bad	loS	bad:F	bad:F	
RUSSIAN	rus	bad	1292	bad	pLoxoy	bad:Az	bad:Az	
OSSETIC_DIGOR	oss	bad	1292	bad	laGuz	bad:An	bad:An	
MIDDLE_CORNISH	cor	bad	1292	bad	drog	bad:O	bad:O	
SWEDISH	swe	back	1291	back	rig	back:R	back:R	
DANISH	dan	back	1291	back	GEg	back:R	back:R	
GUTNISH_LAU		back	1291	back	bak	back:B	back:B	
OSSETIC_IRON	oss	back	1291	back	faSonta	back:T	back:T	
BIHARI	mai	back	1291	back	dar	back:Y	back:Y	
DUTCH	nld	back	1291	back	riG	back:R	back:R	
MARATHI	mar	back	1291	back	path~	back:G	back:G	
SORBIAN_UPPER	hsb	back	1291	back	kribeEt	back:J	back:J	
ORIYA	ori	back	1291	back	pithi	back:G	back:G	
SLOVENIAN	slv	back	1291	back	x3rb3t	back:J	back:J	
BELARUSIAN	bel	back	1291	back	spy~ina	back:Q	back:Q	
ANCIENT_GREEK	grc	back	1291	back	noton	back:Ad	back:Ad	
GREEK	ell	back	1291	back	plati	back:L	back:L	
OLD_SWEDISH		back	1291	back	riger	back:R	back:R	
ICELANDIC	isl	back	1291	back	rigir	back:R	back:R	
SLOVAK	slk	back	1291	back	xrbat	back:J	back:J	
ENGLISH	eng	back	1291	back	bEk	back:B	back:B	
ASSAMESE	asm	back	1291	back	pithi	back:G	back:G	
BRETON	bre	back	1291	back	kEyn	back:I	back:I	
ITALIAN	ita	back	1291	back	dosso	back:H	back:H	
ELFDALIAN	qov	back	1291	back	rig	back:R	back:R	
FAROESE	fao	back	1291	back	bEak	back:B	back:B	
UKRAINIAN	ukr	back	1291	back	spina	back:Q	back:Q	
CZECH	ces	back	1291	back	zada	back:Ab	back:Ab	
STAVANGERSK		back	1291	back	Gig	back:R	back:R	
NORWEGIAN_RIKSMAL	nor	back	1291	back	rig	back:R	back:R	
OLD_NORSE	non	back	1291	back	bak	back:B	back:B	
SPANISH	spa	back	1291	back	espalda	back:C	back:C	
MAGAHI	mag	back	1291	back	pith~	back:G	back:G	
OLD_CHURCH_SLAVONIC	chu	back	1291	back	xribitu	back:J	back:J	
OLD_IRISH	sga	back	1291	back	drum	back:N	back:N	
IRISH	gle	back	1291	back	drimy~	back:N	back:N	
MIDDLE_BRETON		back	1291	back	keyn	back:I	back:I	
GERMAN	deu	back	1291	back	riykn	back:R	back:R	
DANISH_FJOLDE		back	1291	back	rex	back:R	back:R	
OSSETIC	oss	back	1291	back	fEsontE	back:T	back:T	
MACEDONIAN	mkd	back	1291	back	g3rb	back:Ae	back:Ae	
LATIN	lat	back	1291	back	tergum	back:Ac	back:Ac	
FRENCH	fra	back	1291	back	do	back:H	back:H	
URDU	urd	back	1291	back	k3m3r	back:W	back:W	
POLISH	pol	back	1291	back	plEts3	back:P	back:P	
FRISIAN	frs	back	1291	back	rEx	back:R	back:R	
BULGARIAN	bul	back	1291	back	grob	back:Ae	back:Ae	
SERBO-CROATIAN	srp	back	1291	back	lEdZa	back:U	back:U	
SORBIAN_LOWER	dsb	back	1291	back	kSEbyat	back:J	back:J	
CATALAN	cat	back	1291	back	3spall3	back:C	back:C	
RUSSIAN	rus	back	1291	back	spy~ina	back:Q	back:Q	
OSSETIC_DIGOR	oss	back	1291	back	fasonta	back:T	back:T	
MIDDLE_CORNISH	cor	back	1291	back	kEin	back:I	back:I	
SWEDISH	swe	leg	1297	leg	ben	leg:A	leg:A	
DANISH	dan	leg	1297	leg	be"n	leg:A	leg:A	
GUTNISH_LAU		leg	1297	leg	bain	leg:A	leg:A	
OSSETIC_IRON	oss	leg	1297	leg	kaG	leg:B	leg:B	
BIHARI	mai	leg	1297	leg	piaer	leg:Q	leg:Q	
DUTCH	nld	leg	1297	leg	ben	leg:A	leg:A	
MARATHI	mar	leg	1297	leg	pay	leg:Q	leg:Q	
SORBIAN_UPPER	hsb	leg	1297	leg	noa	leg:F	leg:F	
ORIYA	ori	leg	1297	leg	pado	leg:Q	leg:Q	
SLOVENIAN	slv	leg	1297	leg	noga	leg:F	leg:F	
BELARUSIAN	bel	leg	1297	leg	naxa	leg:F	leg:F	
ANCIENT_GREEK	grc	leg	1297	leg	skelos	leg:S	leg:S	
GREEK	ell	leg	1297	leg	po8i	leg:Q	leg:Q	
OLD_SWEDISH		leg	1297	leg	ben	leg:A	leg:A	
ICELANDIC	isl	leg	1297	leg	fouth~ir	leg:Q	leg:Q	
SLOVAK	slk	leg	1297	leg	noha	leg:F	leg:F	
ENGLISH	eng	leg	1297	leg	lEg	leg:I	leg:I	
ASSAMESE	asm	leg	1297	leg	bhori	leg:V	leg:V	
BRETON	bre	leg	1297	leg	gar	leg:D	leg:D	
ITALIAN	ita	leg	1297	leg	gamba	leg:H	leg:H	
ELFDALIAN	qov	leg	1297	leg	f33t	leg:Q	leg:Q	
FAROESE	fao	leg	1297	leg	foutur	leg:Q	leg:Q	
UKRAINIAN	ukr	leg	1297	leg	noha	leg:F	leg:F	
CZECH	ces	leg	1297	leg	noha	leg:F	leg:F	
STAVANGERSK		leg	1297	leg	lEg	leg:I	leg:I	
NORWEGIAN_RIKSMAL	nor	leg	1297	leg	ben	leg:A	leg:A	
OLD_NORSE	non	leg	1297	leg	fotr	leg:Q	leg:Q	
SPANISH	spa	leg	1297	leg	pyerna	leg:C	leg:C	
MAGAHI	mag	leg	1297	leg	gor	leg:W	leg:W	
OLD_CHURCH_SLAVONIC	chu	leg	1297	leg	noga	leg:F	leg:F	
PORTUGUESE	por	leg	1297	leg	pErna	leg:C	leg:C	
OLD_IRISH	sga	leg	1297	leg	kos	leg:P	leg:P	
IRISH	gle	leg	1297	leg	kos	leg:P	leg:P	
MIDDLE_BRETON		leg	1297	leg	gar	leg:D	leg:D	
GERMAN	deu	leg	1297	leg	bain	leg:A	leg:A	
DANISH_FJOLDE		leg	1297	leg	bien	leg:A	leg:A	
OSSETIC	oss	leg	1297	leg	ky~aG	leg:B	leg:B	
MACEDONIAN	mkd	leg	1297	leg	noga	leg:F	leg:F	
LATIN	lat	leg	1297	leg	krus	leg:L	leg:L	
FRENCH	fra	leg	1297	leg	Zab	leg:H	leg:H	
URDU	urd	leg	1297	leg	taNg	leg:K	leg:K	
POLISH	pol	leg	1297	leg	noga	leg:F	leg:F	
FRISIAN	frs	leg	1297	leg	boNky3	leg:A	leg:A	
BULGARIAN	bul	leg	1297	leg	krak	leg:E	leg:E	
CLASSICAL_ARMENIAN	xcl	leg	1297	leg	srownkh~	leg:L	leg:L	
ARMENIAN_EASTERN	hye	leg	1297	leg	votkh~	leg:Q	leg:Q	
SORBIAN_LOWER	dsb	leg	1297	leg	noga	leg:F	leg:F	
CATALAN	cat	leg	1297	leg	kam3	leg:H	leg:H	
SERBO-CROATIAN	srp	leg	1297	leg	noga	leg:F	leg:F	
RUSSIAN	rus	leg	1297	leg	noga	leg:F	leg:F	
OSSETIC_DIGOR	oss	leg	1297	leg	kaG	leg:B	leg:B	
MIDDLE_CORNISH	cor	leg	1297	leg	gar	leg:D	leg:D	
SWEDISH	swe	rub	1449	rub	gnida	rub:J	rub:J	
DANISH	dan	rub	1449	rub	gni83	rub:J	rub:J	
GUTNISH_LAU		rub	1449	rub	gnEidE	rub:J	rub:J	
OSSETIC_IRON	oss	rub	1449	rub	Sarf	rub:O	rub:O	
BIHARI	mai	rub	1449	rub	m3l3b	rub:L	rub:L	
DUTCH	nld	rub	1449	rub	vrEiv3n	rub:B	rub:B	
MARATHI	mar	rub	1449	rub	gh~asne	rub:N	rub:N	
SORBIAN_UPPER	hsb	rub	1449	rub	tritS	rub:H	rub:H	
ORIYA	ori	rub	1449	rub	ghosiba	rub:N	rub:N	
SLOVENIAN	slv	rub	1449	rub	treti	rub:H	rub:H	
BELARUSIAN	bel	rub	1449	rub	tsy~Ertsy~i	rub:H	rub:H	
ANCIENT_GREEK	grc	rub	1449	rub	tribo	rub:H	rub:H	
GREEK	ell	rub	1449	rub	trivo	rub:H	rub:H	
OLD_SWEDISH		rub	1449	rub	gnuga	rub:J	rub:J	
ICELANDIC	isl	rub	1449	rub	nua	rub:J	rub:J	
SLOVAK	slk	rub	1449	rub	triET	rub:H	rub:H	
ENGLISH	eng	rub	1449	rub	rob	rub:P	rub:P	
ASSAMESE	asm	rub	1449	rub	ghah	rub:N	rub:N	
BRETON	bre	rub	1449	rub	frota	rub:F/R	rub:F/R	
ITALIAN	ita	rub	1449	rub	fregare	rub:F	rub:F	
ELFDALIAN	qov	rub	1449	rub	gn3ko	rub:J	rub:J	
FAROESE	fao	rub	1449	rub	nara	rub:C	rub:C	
UKRAINIAN	ukr	rub	1449	rub	tErti	rub:H	rub:H	
CZECH	ces	rub	1449	rub	trit	rub:H	rub:H	
STAVANGERSK		rub	1449	rub	gni	rub:J	rub:J	
NORWEGIAN_RIKSMAL	nor	rub	1449	rub	gni	rub:J	rub:J	
OLD_NORSE	non	rub	1449	rub	gnua	rub:J	rub:J	
SPANISH	spa	rub	1449	rub	frotar	rub:F	rub:F	
MAGAHI	mag	rub	1449	rub	r3g3rna	rub:K	rub:K	
OLD_CHURCH_SLAVONIC	chu	rub	1449	rub	try~ti	rub:H	rub:H	
PORTUGUESE	por	rub	1449	rub	3Sfr3gar	rub:F	rub:F	
OLD_IRISH	sga	rub	1449	rub	konmel	rub:L	rub:L	
MIDDLE_BRETON		rub	1449	rub	frota	rub:F	rub:F	
GERMAN	deu	rub	1449	rub	raibn	rub:B	rub:B	
DANISH_FJOLDE		rub	1449	rub	gnusg	rub:J	rub:J	
MACEDONIAN	mkd	rub	1449	rub	triE	rub:H	rub:H	
LATIN	lat	rub	1449	rub	frikare	rub:F	rub:F	
FRENCH	fra	rub	1449	rub	frote	rub:F	rub:F	
URDU	urd	rub	1449	rub	r3g3rn3	rub:K	rub:K	
POLISH	pol	rub	1449	rub	tSEtS	rub:H	rub:H	
FRISIAN	frs	rub	1449	rub	vryou3	rub:B	rub:B	
BULGARIAN	bul	rub	1449	rub	triy3	rub:H	rub:H	
SERBO-CROATIAN	srp	rub	1449	rub	trlati	rub:H	rub:H	
ARMENIAN_EASTERN	hye	rub	1449	rub	S3ph~El	rub:D	rub:D	
SORBIAN_LOWER	dsb	rub	1449	rub	try~iS	rub:H	rub:H	
CATALAN	cat	rub	1449	rub	fr3xa	rub:F	rub:F	
RUSSIAN	rus	rub	1449	rub	ty~Ery~Ety~	rub:H	rub:H	
OSSETIC_DIGOR	oss	rub	1449	rub	sarf	rub:O	rub:O	
SWEDISH	swe	stick	1295	stick	stav	stick:D	stick:D	
DANISH	dan	stick	1295	stick	gh~Eb	stick:Ab	stick:Ab	
GUTNISH_LAU		stick	1295	stick	stav	stick:D	stick:D	
OSSETIC_IRON	oss	stick	1295	stick	lazag	stick:U	stick:U	
BIHARI	mai	stick	1295	stick	Th3ri	stick:O	stick:O	
DUTCH	nld	stick	1295	stick	stok	stick:B	stick:B	
MARATHI	mar	stick	1295	stick	kath~i	stick:O	stick:O	
SORBIAN_UPPER	hsb	stick	1295	stick	ki	stick:I	stick:I	
ORIYA	ori	stick	1295	stick	lathi	stick:E	stick:E	
SLOVENIAN	slv	stick	1295	stick	palitsa	stick:H	stick:H	
BELARUSIAN	bel	stick	1295	stick	ky~iy	stick:I	stick:I	
ANCIENT_GREEK	grc	stick	1295	stick	baktEria	stick:T	stick:T	
GREEK	ell	stick	1295	stick	ksilo	stick:L	stick:L	
OLD_SWEDISH		stick	1295	stick	val	stick:S	stick:S	
ICELANDIC	isl	stick	1295	stick	stavir	stick:D	stick:D	
SLOVAK	slk	stick	1295	stick	palitsa	stick:H	stick:H	
ENGLISH	eng	stick	1295	stick	stik	stick:B	stick:B	
ASSAMESE	asm	stick	1295	stick	lathi	stick:E	stick:E	
ITALIAN	ita	stick	1295	stick	bastone	stick:K	stick:K	
ELFDALIAN	qov	stick	1295	stick	kwist	stick:Ac	stick:Ac	
FAROESE	fao	stick	1295	stick	stEavur	stick:D	stick:D	
UKRAINIAN	ukr	stick	1295	stick	paLitsy~a	stick:H	stick:H	
CZECH	ces	stick	1295	stick	hul	stick:J	stick:J	
STAVANGERSK		stick	1295	stick	stok	stick:B	stick:B	
NORWEGIAN_RIKSMAL	nor	stick	1295	stick	SEp	stick:Ab	stick:Ab	
OLD_NORSE	non	stick	1295	stick	stavr	stick:D	stick:D	
SPANISH	spa	stick	1295	stick	palo	stick:N	stick:N	
OLD_CHURCH_SLAVONIC	chu	stick	1295	stick	palitsy~a	stick:H	stick:H	
PORTUGUESE	por	stick	1295	stick	baSta	stick:K	stick:K	
OLD_IRISH	sga	stick	1295	stick	slat	stick:Z	stick:Z	
IRISH	gle	stick	1295	stick	bat3	stick:Ag/K	stick:Ag/K	
GERMAN	deu	stick	1295	stick	Stok	stick:B	stick:B	
DANISH_FJOLDE		stick	1295	stick	sdog	stick:B	stick:B	
OSSETIC	oss	stick	1295	stick	lEdzEg	stick:U	stick:U	
MACEDONIAN	mkd	stick	1295	stick	prat	stick:G	stick:G	
LATIN	lat	stick	1295	stick	bakulum	stick:T	stick:T	
FRENCH	fra	stick	1295	stick	bato	stick:K	stick:K	
URDU	urd	stick	1295	stick	d3nda	stick:M	stick:M	
POLISH	pol	stick	1295	stick	ky~iy	stick:I	stick:I	
FRISIAN	frs	stick	1295	stick	stok	stick:B	stick:B	
BULGARIAN	bul	stick	1295	stick	protSk3	stick:G	stick:G	
SERBO-CROATIAN	srp	stick	1295	stick	prt	stick:G	stick:G	
ARMENIAN_EASTERN	hye	stick	1295	stick	ph~ait	stick:V	stick:V	
SORBIAN_LOWER	dsb	stick	1295	stick	kiy	stick:I	stick:I	
RUSSIAN	rus	stick	1295	stick	paLka	stick:H	stick:H	
MIDDLE_CORNISH	cor	stick	1295	stick	gwElEn	stick:Af	stick:Af	
SWEDISH	swe	vomit	1278	vomit	spi	vomit:R	vomit:R	
DANISH	dan	vomit	1278	vomit	gh~asdh~3obh~	vomit:I	vomit:I	
GUTNISH_LAU		vomit	1278	vomit	spEi	vomit:R	vomit:R	
OSSETIC_IRON	oss	vomit	1278	vomit	wom	vomit:E	vomit:E	
BIHARI	mai	vomit	1278	vomit	bokar	vomit:E	vomit:E	
MARATHI	mar	vomit	1278	vomit	ultihone	vomit:K	vomit:K	
SORBIAN_UPPER	hsb	vomit	1278	vomit	bluwatS	vomit:G	vomit:G	
DUTCH	nld	vomit	1278	vomit	kots3	vomit:X	vomit:X	
SLOVENIAN	slv	vomit	1278	vomit	blyuvati	vomit:G	vomit:G	
BELARUSIAN	bel	vomit	1278	vomit	vany~itavatsy~	vomit:M	vomit:M	
ANCIENT_GREEK	grc	vomit	1278	vomit	emeo	vomit:E	vomit:E	
GREEK	ell	vomit	1278	vomit	emo	vomit:E	vomit:E	
OLD_SWEDISH		vomit	1278	vomit	kastaup	vomit:I	vomit:I	
ICELANDIC	isl	vomit	1278	vomit	spiya	vomit:R	vomit:R	
SLOVAK	slk	vomit	1278	vomit	vratsaT	vomit:C	vomit:C	
ENGLISH	eng	vomit	1278	vomit	vamit	vomit:E	vomit:E	
ASSAMESE	asm	vomit	1278	vomit	bomikor	vomit:E	vomit:E	
ITALIAN	ita	vomit	1278	vomit	vomitare	vomit:E	vomit:E	
ELFDALIAN	qov	vomit	1278	vomit	spaya	vomit:R	vomit:R	
FAROESE	fao	vomit	1278	vomit	spuidZa	vomit:R	vomit:R	
UKRAINIAN	ukr	vomit	1278	vomit	bly~uwati	vomit:G	vomit:G	
CZECH	ces	vomit	1278	vomit	zvratsEt	vomit:C	vomit:C	
STAVANGERSK		vomit	1278	vomit	spi	vomit:R	vomit:R	
NORWEGIAN_RIKSMAL	nor	vomit	1278	vomit	spi	vomit:R	vomit:R	
OLD_NORSE	non	vomit	1278	vomit	spiya	vomit:R	vomit:R	
SPANISH	spa	vomit	1278	vomit	bomitar	vomit:E	vomit:E	
OLD_CHURCH_SLAVONIC	chu	vomit	1278	vomit	blivati	vomit:G	vomit:G	
PORTUGUESE	por	vomit	1278	vomit	vumitar	vomit:E	vomit:E	
OLD_IRISH	sga	vomit	1278	vomit	ske7i8	vomit:F	vomit:F	
GERMAN	deu	vomit	1278	vomit	ausbrESn	vomit:B	vomit:B	
DANISH_FJOLDE		vomit	1278	vomit	sbey	vomit:R	vomit:R	
OSSETIC	oss	vomit	1278	vomit	om3n	vomit:E	vomit:E	
MACEDONIAN	mkd	vomit	1278	vomit	povraTa	vomit:C	vomit:C	
LATIN	lat	vomit	1278	vomit	womere	vomit:E	vomit:E	
FRENCH	fra	vomit	1278	vomit	vomir	vomit:E	vomit:E	
URDU	urd	vomit	1278	vomit	qEk3rn3	vomit:K	vomit:K	
POLISH	pol	vomit	1278	vomit	zvratsatS	vomit:C	vomit:C	
FRISIAN	frs	vomit	1278	vomit	spoi3	vomit:R	vomit:R	
BULGARIAN	bul	vomit	1278	vomit	puvroSt3m	vomit:C	vomit:C	
CLASSICAL_ARMENIAN	xcl	vomit	1278	vomit	orTkam	vomit:L	vomit:L	
ARMENIAN_EASTERN	hye	vomit	1278	vomit	vorckal	vomit:L	vomit:L	
SORBIAN_LOWER	dsb	vomit	1278	vomit	bly~uwaS	vomit:G	vomit:G	
CATALAN	cat	vomit	1278	vomit	bumita	vomit:E	vomit:E	
SERBO-CROATIAN	srp	vomit	1278	vomit	blwati	vomit:G	vomit:G	
RUSSIAN	rus	vomit	1278	vomit	rvaty~	vomit:H	vomit:H	
OSSETIC_DIGOR	oss	vomit	1278	vomit	wom	vomit:E	vomit:E	
MIDDLE_CORNISH	cor	vomit	1278	vomit	wija	vomit:F	vomit:F	
SWEDISH	swe	animal	619	animal	y3r	animal:A	animal:A	
DANISH	dan	animal	619	animal	dia"	animal:A	animal:A	
GUTNISH_LAU		animal	619	animal	dyaur	animal:A	animal:A	
OSSETIC_IRON	oss	animal	619	animal	saragoy	animal:E	animal:E	
BIHARI	mai	animal	619	animal	yanb3r	animal:D	animal:D	
DUTCH	nld	animal	619	animal	dir	animal:A	animal:A	
MARATHI	mar	animal	619	animal	dz3naw3r	animal:D	animal:D	
SORBIAN_UPPER	hsb	animal	619	animal	zwiry~o	animal:H	animal:H	
ORIYA	ori	animal	619	animal	yontu	animal:D	animal:D	
SLOVENIAN	slv	animal	619	animal	Zivaw	animal:G	animal:G	
BELARUSIAN	bel	animal	619	animal	Z3vy~oLa	animal:G	animal:G	
ANCIENT_GREEK	grc	animal	619	animal	zdoyon	animal:G	animal:G	
GREEK	ell	animal	619	animal	zoo	animal:G	animal:G	
OLD_SWEDISH		animal	619	animal	diur	animal:A	animal:A	
ICELANDIC	isl	animal	619	animal	dir	animal:A	animal:A	
SLOVAK	slk	animal	619	animal	zviera	animal:H	animal:H	
ENGLISH	eng	animal	619	animal	Enim3l	animal:F	animal:F	
ASSAMESE	asm	animal	619	animal	zontu	animal:D	animal:D	
BRETON	bre	animal	619	animal	aneval	animal:F/Q	animal:F/Q	
ITALIAN	ita	animal	619	animal	animale	animal:F	animal:F	
ELFDALIAN	qov	animal	619	animal	dy33r	animal:A	animal:A	
FAROESE	fao	animal	619	animal	dZour	animal:A	animal:A	
UKRAINIAN	ukr	animal	619	animal	twarina	animal:T	animal:T	
CZECH	ces	animal	619	animal	zvirE	animal:H	animal:H	
STAVANGERSK		animal	619	animal	diG	animal:A	animal:A	
NORWEGIAN_RIKSMAL	nor	animal	619	animal	dir	animal:A	animal:A	
OLD_NORSE	non	animal	619	animal	dir	animal:A	animal:A	
SPANISH	spa	animal	619	animal	animal	animal:F	animal:F	
MAGAHI	mag	animal	619	animal	C3naw3r	animal:D	animal:D	
OLD_CHURCH_SLAVONIC	chu	animal	619	animal	Zivotu	animal:G	animal:G	
PORTUGUESE	por	animal	619	animal	animaL	animal:F	animal:F	
OLD_IRISH	sga	animal	619	animal	anande	animal:F	animal:F	
MIDDLE_BRETON		animal	619	animal	loe8n	animal:M	animal:M	
GERMAN	deu	animal	619	animal	tia	animal:A	animal:A	
DANISH_FJOLDE		animal	619	animal	derd	animal:A	animal:A	
OSSETIC	oss	animal	619	animal	tsEragoy	animal:E	animal:E	
MACEDONIAN	mkd	animal	619	animal	Zivotno	animal:G	animal:G	
LATIN	lat	animal	619	animal	animal	animal:F	animal:F	
FRENCH	fra	animal	619	animal	animal	animal:F	animal:F	
URDU	urd	animal	619	animal	janw3r	animal:D	animal:D	
POLISH	pol	animal	619	animal	zvyEZEw	animal:H	animal:H	
FRISIAN	frs	animal	619	animal	di3r	animal:A	animal:A	
BULGARIAN	bul	animal	619	animal	Zivotnu	animal:G	animal:G	
CLASSICAL_ARMENIAN	xcl	animal	619	animal	anasun	animal:O	animal:O	
SORBIAN_LOWER	dsb	animal	619	animal	zwiry~E	animal:H	animal:H	
CATALAN	cat	animal	619	animal	3nimal	animal:F	animal:F	
SERBO-CROATIAN	srp	animal	619	animal	Zivoti5a	animal:G	animal:G	
RUSSIAN	rus	animal	619	animal	Z3votnoyE	animal:G	animal:G	
OSSETIC_DIGOR	oss	animal	619	animal	Taragoy	animal:E	animal:E	
MIDDLE_CORNISH	cor	animal	619	animal	EnEval	animal:F/Q	animal:F/Q	
SWEDISH	swe	ashes	646	ashes	aska	ashes:A	ashes:A	
DANISH	dan	ashes	646	ashes	asgh~3	ashes:A	ashes:A	
GUTNISH_LAU		ashes	646	ashes	asko	ashes:A	ashes:A	
